Date,BP,CNA.L,DRX.L,RR.L,SHEL,SSE.L,XOM
2025-10-09,34.290000915527344,169.75,709.0,1155.0,73.52999877929688,1817.0,112.91000366210938
2025-10-10,33.4900016784668,168.89999389648438,711.5,1138.5,71.41999816894531,1821.0,110.7300033569336
2025-10-13,33.70000076293945,169.85000610351562,709.5,1128.5,72.08999633789062,1818.0,112.23999786376953
2025-10-14,33.11000061035156,173.0,718.0,1124.0,71.6500015258789,1807.5,112.29000091552734
2025-10-15,33.11000061035156,173.18080139160156,715.0,1117.779541015625,71.6500015258789,1825.5,112.29000091552734
